Date,Year,Type,Country,State,Location,Activity,Sex,Age,Injury,Time
27-Oct-2019,2019.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,12h45
25-Oct-2019,2018.0,Unprovoked,USA,California,"Cambria, San Luis Obispo County",Kayak fishing,M,,"No injury, kayak bitten",08h30
08-Oct-2019,2019.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,M,20,Lacerations to right foot,12h00
05-Oct-2019,2019.0,Watercraft,USA,California,"Ship Rock near Catalina, Los Angeles County",Kayaking,M,51,"No injury, shark bit kayak",16h30
Reported 04-Oct-2019,2019.0,Unprovoked,USA,Guam,Talofofo Bay ,Surfing,M,,Minor injury to left thigh,
26-Sep-2019,2019.0,Unprovoked,USA,Hawaii,"Kihei, South Maui",Surfing,F,,"No injury, back of board bitten",09h15
24-Sep-2019,2019.0,Unprovoked,USA,Florida,"Huguenot Park, Jacksonville, Duval County",Swimming,M,,Laceration to arm,17h00
24-Sep-2019,2019.0,Unprovoked,USA,Florida,"Satellite Beach, Brevard County",Surfing,M,13,Lacerations to left foot,16h30
18-Sep-2019,2019.0,Unprovoked,USA,Hawaii,"Haleiwa, Oahu",Snorkeling,,"22, 57, 31",Minor injuries,10h40
15-Sep-2019,2019.0,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",,F,22,Foot bitten,
31-Aug-2019,2019.0,Unprovoked,USA,Cayman Islands,Grand Cayman,Spearfishing,M,70,Bite to posterior left knee,
31-Aug-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,M,60s,Thigh injured,Afternoon
27-Aug-2019,2019.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,11h55
21-Aug-2019,2019.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,11,Foot bitten,09h00
20-Aug-2019,2019.0,Unprovoked,USA,Hawaii,"Napoopoo Park in Kealakekua Bay, The Big Island",Swimming/ Treading water,F,26,Injury to lower back and right hip,08h00
16-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,9,Puncture marks to lower leg,11h00
11-Aug-2019,2019.0,Unprovoked,USA,Hawaii,"Makaha Beach, Oahu",Surfing,M,16,"No injury, board damaged",19h30
04-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,51,Minor injuries to right foot,15h00
03-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Minor cuts to right foot,16h00
03-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Bite to left hand and wrist,15h30
03-Aug-2019,2019.0,Unprovoked,USA,Florida,Off Key Biscayne,Spearfishing / Diving,M,37,Laceration to left arm and hands,
29-Jul-2019,2019.0,Unprovoked,USA,Hawaii,Molokai Channel/,Swimming,M,49,Bite to abdomen & left leg medial thigh,22h20
30-Jul-2019,2019.0,Provoked,USA,North Carolina,"Off Cape Hatteras, Dare County",Fishing ,M,,Arc of punctures to lower right leg by hooked shark PROVOKED INCIDENT,
29-Jul-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,3 lacerations to left hand,13h30
27-Jul-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,49,Lacerations to right thigh,16h30
27-Jul-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,23,Puncture wounds around left elbow,
22-Jul-2019,2019.0,Unprovoked,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",Surfing,M,18,Foot bitten,18h30
18-Jul-2019,2019.0,Unconfirmed,USA,Florida,"Haulover Inlet, Miami-Dade County",Diving,,,Unknown / Unconfirmed,
16-Jul-2019,2019.0,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Body-surfing,F,,Ankle bitten,16h30
12-Jul-2019,2019.0,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,F,16,Foot bitten,07h30
30-Jun-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Minor injury to foot,16h30
16-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,8,Puncture wounds to leg,16h00
16-Jun-2019,2019.0,Unprovoked,USA,Georgia,"Wilmington River, Chatham County",Swimming,M,64,Arc of lacerations to bicep,09h00
10-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Surfing,M,19,Cuts to right foot,14h00
02-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Fort Macon State Beach, Carteret County",Standing,F,17,Severe injuries to leg and hand,12h20
25-May-2019,2019.0,Unprovoked,USA,Hawaii,"Honokowai Point, Maui",Swimming,M,65,FATAL,08h48
20-May-2019,2019.0,Unprovoked,USA,New Jersey,"Ship Bottom, Ocean County",Body Boarding,M,67,No injury,
14-May-2019,2019.0,Unprovoked,USA,Hawaii,"Browns, Oahu",Surfing,M,,"No injury, knocked of board by shark",08h30
08-May-2019,2019.0,Unprovoked,USA,Hawaii,O'ahu,Swimming with sharks,F,34,Injuries to left arm and hand,09h00
07-May-2019,2019.0,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,F,28,"No injury, shark severed surfboard leash",
01-May-2019,2019.0,Unprovoked,USA,Florida,"Off Boca Grande, Lee County",Fishing,M,,Injury to leg,18h45
23-Apr-2019,2019.0,Unprovoked,USA,Hawaii,"Anaehoomalu Bay, Hawaii",Kayaking,F,65,Injury to right inner thigh,08h30
21-Apr-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,M,25,Minor injury to leg,17h30
12-Apr-2019,2019.0,Questionable,USA,Florida,"Crescent Beach, St Johns County",Boogie boarding,F,10,"Minor lacerations to left knee, left hand and right thigh",17h45
06-Apr-2019,2019.0,Questionable,USA,Hawaii,"North Koahala, Big Island",Picking opihi,M,58,"Probable death by drowning, body scavenged by shark",Night
06-Apr-2019,2019.0,Unprovoked,USA,Hawaii,Kaiwi Channel,Swimming,M,23,Bitten on left shoulder,01h00
26-Mar-2019,2019.0,Watercraft,USA,Hawaii,Waikoloa area,Paddling an outrigger canoe,M,74,"Shark bit canoe, but injury to occupant may not have been caused by the shark",10h00
22-Mar-2019,2019.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,46,Lacerations to foot,16h00
16-Mar-2019,2019.0,Unprovoked,USA,Hawaii,Kaiwi Channel,Swimming,M,58,Bite to abdomen,03h00
12-Mar-2019,2019.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Boogie boarding,M,11,Lacerations to right foot,14h00
05-Mar-2019,2019.0,Unprovoked,USA,Oregon,"Cape Kiwanda, Tillamook County",Surfing,M,,"No injury, board bitten and dented",08h30
18-Feb-2018,2019.0,Unprovoked,USA,California,"Dog Beach, Huntington Beach",Surfing,M,,"No injury, shark bumped leg",08h15
04-Feb-2019,2019.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,Multiple lacerations to leg,13h40
02-Feb-2019,2019.0,Unprovoked,USA,Florida,Key Biscayne,Spearfishing,M,50,Right wrist and hand injured,10h00
8-Jan-2019,2019.0,Unprovoked,USA,California,"Sandspit Beach, Montaña de Oro State Park ",Surfing,M,19,Cuts to both lower legs,10h00
24-Nov-2018,2018.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,48,Lacerations to left foot,17h00
23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Near Patrick AFB, Brevard County",Surfing,F,,Injury to right foot,Early afternoon
23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,29,Minor injury to toe,
23-Oct-2018,2018.0,Unprovoked,USA,California,Farallon Islands,Diving / Filming,M,,Injury to right hand / wrist,Morning
11-Oct-2018,2018.0,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,,Black eye,Morning
29-Sep-2018,2018.0,Unprovoked,USA,California,"Beacons Beach, San Diego County",Diving,M,13,Traumatic injuries to upper torso,06h55
27-Sep-2018,2018.0,Watercraft,USA,California,Humboldt County,Fishing,M,55,"No injury, shark nicked kayak",15h00
20-Sep-2018,2018.0,Questionable,USA,Florida,"Jacksonville Beach, Duval County",,F,,Cuts to hand,12h00
15-Sep-2018,2018.0,Unprovoked,USA,Massachusetts,"Newcomb Hollow Beach, Wellfleet, Barnstable County",Boogie boarding,M,26,FATAL,12h00
08-Sep-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,39,Ankle bitten,13h15
08-Sep-2018,2018.0,Unprovoked,USA,Hawaii,"Pounders Beach, Oahu",Stand-Up Paddleboarding,M,23,Right arm bitten,08h30
07-Sep-2018,2018.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,M,60s,Calf bitten,09h29
24-Aug-2018,2018.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Swimming,M,14,Shark bumped chest but no injury ,20h00
18-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret  County",Surfing,M,14,Injury to right lower leg,10h47
15-Aug-2018,2018.0,Questionable,USA,Maryland,"Rhode River, Chesapeake Bay",,M,,Scratches to calf,Sunset
15-Aug-2018,2018.0,Unprovoked,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",Swimming,M,61,"Lacerations to leg, hip and hand",16h00
09-Aug-2018,2018.0,Unprovoked,USA,Texas,"Crystal Beach, Galveston  County",Spearfishing,M,42,Laceration to right leg above the knee,10h00
05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Standing,M,16,Injury to calf,
05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming/Standing,F,a minor,Injury to right calf,10h30
29-Jul-2018,2018.0,Unprovoked,USA,Florida,"St Augustine, St Johns County",Surfing,M,14,Minor cuts to hand,
18-Jul-2018,2018.0,Unprovoked,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,M,13,Minor puncture wounds to leg,12h00
18-Jul-2018,2018.0,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,F,12,Lacerations to lower leg,11h15
Reported 16-Jul-2018,2018.0,Invalid,USA,Texas,Galveston,Surfing,F,,Single laceration to right thigh inconsistent with shark bite,18h00
14-Jul-2018,2018.0,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,F,58, Surf washed the dying shark against her foot PROVOKED INCIDENT,14h11
14-Jul-2018,2018.0,Under investigation,USA,Florida,"Playalinda Beach, Brevard County",Surfing,F,14,"Laceration to left thigh, possibly caused by surfboard ",13h30
13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,M,17,Foot bitten,15h40
13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Surfing,M,30,Lacerations to left foot,15h35
11-Jul-2018,2018.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor injury to foot,11h30
07-Jul-2018,2018.0,Invalid,USA,Florida,"John Pennekamp Coral Reef State Park, Monroe County",Snorkeling,M,,Injury to knee/lower leg,13h30
02-Jul-2018,2018.0,Unprovoked,USA,South Carolina,Myrtle Beach,Boogie boarding,F,11,"Minor injury, puncture marks to left lower leg",14h40
25-Jun-2018,2018.0,Watercraft,USA,California,"Oceanside, San Diego County",Paddling,F,57,"No injury to occupant, outrigger canoe and paddle damaged",18h00
18-Jun-2018,2018.0,Provoked,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",Fishing,M,,Injury to fingers while removing hook from shark          PROVOKED INCIDENT,
18-Jun-2018,2018.0,Unprovoked,USA,Georgia,"St. Simon Island, Glynn County",Standing,F,11,Minor injury to left thigh,14h00  -15h00
09-Jun-2018,2018.0,Invalid,USA,Hawaii,"Habush, Oahu",Surfing,M,48,Injury to left lower leg from surfboard skeg,07h45
27-May-2018,2018.0,Provoked,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,M,52,Minor injury to foot. PROVOKED INCIDENT,
26-May-2018,2018.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Walking,M,15,Lower left leg bitten,17h00
26-May-2018,2018.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,M,12,Minor injury to foot,14h00
21-May-2018,2018.0,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",Boogie boarding,M,10,Injuries to lower right leg and foot,
13-May-2018,2018.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,Severe bite to right forearm,15h00
28-Apr-2018,2018.0,Provoked,USA,Texas,Galveston Bay,Fishing,M,,Forearm bitten by hooked shark PROVOKED INCIDENT,
19-Apr-2018,2018.0,Unprovoked,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Body boarding,M,29,Lacerations to right lower leg,
31-Mar-2018,2018.0,Unprovoked,USA,Hawaii,Kukio Beach,Stand-Up Paddleboarding,M,25,"Lacerations to right hand and arm, loss of right leg below the knee",09h30
31-Dec-2017,2017.0,Unprovoked,USA,Hawaii,"Hultin's Beach, Oahu",Surfing,F,54,Severe lacerations to left thigh & knee,18h00
30-Dec-2017,2017.0,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing,F,35,Foot bitten,12h00
24-Nov-2017,2017.0,Unprovoked,USA,California,"Stillwater Cove, Monterey County",Spearfishing,M,25,Right leg bitten,13h45
18-Nov-2017,2017.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,F,14,Heel bitten,Late afternoon
02-Nov-2017,2017.0,Unprovoked,USA,Hawaii,Makaha,Surfing,M,20s,Minor cuts to lower left leg,14h15
26-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,M,,No injury but shark bit SUP,15h00
23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing ,M,17,Lacerations to left foot,17h00
23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,60,Severe lacerations to left hand & wrist,08h00
18-Oct-2017,2017.0,Unprovoked,USA,Florida,"Lantana Beach, Palm Beach County",Swimming,M,,Puncture wounds & lacerations to foot,14h30
09-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,54,Lacerations to left hand,18h30
05-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Kama‘ole Beach Park, Maui ",Snorkeling,F,40,Abrasions,12h30
25-Sep-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,,Lacerations to lower left leg and foot,Morning
24-Sep-2017,2017.0,Invalid,USA,New York,Rockaway,Surfing,M,33,"Lacerations to right ankle, foot & toe",15h30
24-Sep-2017,2017.0,Unprovoked,USA,Florida,Fort Worth,Surfing,M,,Laceration to upper arm,14h00
20-Sep-2017,2017.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,,Minor lacerations to sole of left foot,Morning
16-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,28,Lacerations to left foot,16h30
13-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Lacerations to left foot,18h45
02-Sep-2017,2017.0,Unprovoked,USA,Florida,"Marathon, Monroe County",Swimming,M,,Lacerations to abdomen,
02-Sep-2017,2017.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,,Lacerations to foot,
02-Sep-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Minor injury to right hand,10h44
27-Aug-2017,2017.0,Unprovoked,USA,Florida,Bathtub Beach ,Wading,F,3,Leg injured,13h19
23-Aug-2017,2017.0,Unprovoked,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,69,Not injured by shark but board bitten,10h00
10-Aug-2017,2017.0,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,13,Minor cuts to sole & toes of left foot,13h30
03-Aug-2017,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,34,Foot bitten by landed shark PROVOKED INCIDENT,23h30
01-Aug-2017,2017.0,Watercraft,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,M,,"No injury, bow of kayak bitten",10h45
31-Jul-2017,2017.0,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,15,Lacerations to lower leg,18h30
29-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,Abrasions and cuts to sole of foot,15h00
29-Jul-2017,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",,F,12,Bite to left thigh / minor injury,Afternoon
23-Jul-2017,2017.0,Unprovoked,USA,New Jersey,Ventnor,,F,,Minor injury to hand,
22-Jul-2017,2017.0,Unprovoked,USA,Florida,"Snipes Point, Monroe County",,F,40,Foot bitten,12h30
20-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,8,Foot injured,
20-Jul-2017,2017.0,Watercraft,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,40,"No injury, kayak bitten",11h20
20-Jul-2017,2017.0,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,50,"No injury, shark bit paddleboard",07h45
14-Jul-2017,2017.0,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,,Pulled off board by shark but no injury,18h30
11-Jul-2017,2017.0,Watercraft,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,,"No injury, kayak bitten",11h00
09-Jul-2017,2017.0,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,46,Lower legs bitten,15h30
29-Jun-2017,2017.0,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,M,,"Arm injured by hook, not by a shark",19h30
21-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,16,Left foot bitten,
19-Jun-2017,2017.0,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,,1 to 2-inch laceration behind knee,Morning
18-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,14,Leg bitten,
10-Jun-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,19,Laceration to left foot,10h00
04-Jun-2017,2017.0,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,,Laceration to shin,
30-May-2017,2017.0,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,
28-May-2017,2017.0,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,,Lacerations to right arm,Morning
03-May-2017,2017.0,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",14h30
29-Apr-2017,2017.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,,Major injury to posterior thigh,17h34
29-Apr-2017,2017.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,11h00
26-Apr-2017,2017.0,Invalid,USA,Florida,,Photo shoot,F,,Alleged laceration to left ankle,
20-Apr-2017,2017.0,Invalid,USA,South Carolina,Georgetown County,Swimming,M,,Laceration & puncture wounds to left foot,08h50
17-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",,,,Minor bite to the foot,Afternoon
14-Apr-2017,2017.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,09h00
13-Apr-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,13h30
12-Apr-2017,2017.0,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,13h45
11-Apr-2017,2017.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,16h00
10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,17h45
10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,17h00
06-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,
05-Apr-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",13h00
02-Apr-2017,2017.0,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,15h00
27-Mar-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,10h00
18-Mar-2017,2017.0,Watercraft,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",14h30
11-Feb-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,13h30
01-Feb-2017,2017.0,Watercraft,USA,South Carolina,16 miles off Hilton Head,Fishing,,,"Shark bit boat, no injury to occupants",
22-Jan-2017,2017.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,M,Teen,Puncture wounds to lower arm or hand,14h00
13-Jan-2017,2017.0,Unprovoked,USA,Florida,Jensen Beach,,M,,Minor injury to hand,Morning
05-Jan-2017,2017.0,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,12h30
27-Dec-2016,2016.0,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,17h00
11-Dec-2016,2016.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Afternoon
